Number of active threads,Average Overall Response Times,Overall Response Times
113,,15.638311521456757
114,,11.350965331183263
115,,13.21728599794067
116,,11.488423998144983
117,,12.652373347126941
118,,15.87948060843535
119,,13.291618179554586
120,,13.191423439541301
121,,13.524242060018981
122,,13.36121176833809
123,,13.69705894881361
124,,14.268757736202588
125,,13.450598341115455
126,,13.39266575672527
127,,14.030067932376861
128,,13.278094590174543
129,,14.235610980303946
130,,13.528016545462021
131,,12.992191264477672
132,,13.583949078651532
133,,13.790208915533945
134,,14.324405082224532
135,,12.987831179441883
136,,15.042088058026819
137,,13.91604936116996
138,,16.919640792157452
139,,12.698778282410322
140,,15.703084735936025
141,,13.632893186168369
142,,14.537994608144144
143,,14.382561372680954
144,,15.235218670756291
145,,17.04706438746865
146,,16.111904800403313
147,,14.251177156349387
148,,16.202207241543658
149,,13.579322566953277
150,,16.144407271330774
151,,15.156177937090122
152,,14.865408558753142
153,,15.256665221775355
154,,13.681952942296808
155,,14.147185854149933
156,,15.5950444442313
157,,15.468747139899369
158,,13.46807282488165
159,,15.698175792743259
160,,14.521379299785144
161,,14.093317882671736
162,,14.973690465567673
163,,20.475565712703116
164,,15.514080117589264
165,,15.361001908314563
166,,13.79119746447321
167,,11.782700827934821
168,,18.793316412943902
169,,16.652193632041364
170,,14.132953975029222
171,,12.211545508901219
172,,19.642901305564624
173,,16.2066623469786
174,,15.944603874043194
175,,15.441787142988865
176,,14.114483354067396
177,,17.39832904753688
178,,15.627343533974056
179,,13.382061951396715
180,,23.841337254381305
181,,16.932657358379764
182,,15.822284643920947
183,,19.72527767467523
184,,14.834234479351728
185,17.11361072978583,19.602145801649105
186,,19.390335005549122
187,,15.7945210243457
188,,20.15079929286681
189,,13.928391530465145
190,,19.34622264331392
191,,18.17701802355698
192,,20.23196361651109
193,,17.558811362671854
194,,16.596089828163485
195,,19.88634193796784
196,,17.64993839590318
197,,17.94355463213808
198,,17.810930708984
199,,17.639693207680075
200,,17.38966529737126
201,,17.810177181343224
202,,15.911410924300595
203,,17.74368043739814
204,,21.520369717998857
205,,16.829175488925635
206,,18.0975604906762
207,,15.838850546861726
208,,20.797619190890238
209,,20.79391004625003
210,,17.419546190672705
211,,17.987583601783438
212,,18.472966873294645
213,,19.74366287432229
214,,18.8993826479356
215,,22.372722412926844
216,,19.449614739588156
217,,17.37143048778896
218,,20.447999721271835
219,,19.039312225840366
220,,20.414895436980984
221,,18.549162068499086
222,,20.210923215186433
223,,21.05926087256674
224,,19.108091770289654
225,,18.934178228589456
226,,19.778977280969585
227,,19.70266188896921
228,,19.390278572398557
229,,16.820874440662923
230,,18.98086155829917
231,,21.62679148638248
232,,18.112983492576124
233,,20.213612472226558
234,,18.919740617998915
235,,18.474782686312228
236,,21.767784499985012
237,,18.05692061639119
238,,19.560977596118246
239,,18.50862709710491
240,,20.53822598167628
241,,18.998310000779117
242,,23.8561981902643
243,,21.476045050878785
244,,18.519679511744048
245,,22.60249157281351
246,,20.631323921993477
247,,20.62316373280362
248,,18.828539908778883
249,,21.964209507068222
250,,24.217188307000534
251,,22.970461007474558
252,,22.71797278851943
253,,20.176146733038305
254,,24.6892039040222
255,,20.42696760680043
256,,20.021281726603533
257,,19.94638324539162
258,,23.428633150699838
259,,22.533790474903427
260,,21.861469317185797
261,,22.325109357366355
262,,20.86744069260329
263,,22.989276764895763
264,,21.013868902555416
265,,22.465968925074996
266,,22.39739354159093
267,,23.412331677734418
268,,22.588403917457907
269,,21.97115111087896
270,,22.231409979805548
271,,20.42051920797796
272,,22.5812550793032
273,,25.6311109101085
274,,20.80713192670196
275,,21.905479616400843
276,,19.89656538146465
277,,25.25879990856413
278,,25.685978303370714
279,,22.93548559329276
280,,22.25698757091738
281,,21.85427541271518
282,,29.72398731966272
283,,23.581336898163933
284,,23.4899203529487
285,,23.28361837626217
286,,22.557669254064677
287,,20.790246491354466
288,,25.333309914950913
289,,27.507033160429188
290,,23.657487968294664
291,,20.457017315065446
292,,26.532766884916594
293,,24.14550796300444
294,,26.770146054242527
295,,24.016446552336134
296,,23.111735591892355
297,,23.925634396027036
298,,23.717446254890714
299,,30.168782715137276
300,,25.825383920941782
